word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tobacco,1840,0,390,41,4.6499,True,"genuine old liivannaii cigars!!! a k. gifford, tobacconist, bc.c., 121, 3le holborn-bill, grateful for the patronage hitherto con- ferred on him, respectfully announces he has constantly on sale the f"
tobacco,1840,0,390,79,4.9572,True,"ness—we all left the ground together, king having given a penny for the tobacco, and i gave the prisoner bow-street. twopence-halfpenny, which i lost. he then asked me the robbery at the late mr. tem-"
tobacco,1840,0,390,90,5.0336,True,"olipru `aacts for wheat, cocoa, dekthne soap, tobacco, and peic tas. nt of the comptroller for voling and transport 111114-ecintreissi sgrvices, somerset-place, dec. 16, 1846. 41.111ttrni_eners for ex"
tobacco,1840,0,390,135,5.2813,True,"t hudson, tobacconist to the royal cd • family, 132, oxford.street, begs to return his most grateful thanks to the no bili l'y and gentry, and the ar my and navy, for ..."
tobacco,1840,0,390,154,5.4513,True,"o°xtra.cts for wheat, cocoa, soap, tobacco, aria peas. department of the comptrolier for victualing and transport ztservices, somerset-place, dec. 16, 1846. zeof loners for executing the offic..."
tobacco,1840,0,390,185,5.6165,True,"aoltxa.—or ;ed hibernian w and three sheridan. plice.calart majesty's custom ed 2 lba, of tobacco pints of brandy, on board the american ship the officer said he found the articles on the prisoner's p"
tobacco,1840,0,390,243,6.0433,True,sooti afterwards to of the tobacco beir in london its course before the magistrat to be imprisoned six months. an application w•as made in the prisoner's behalf to air. rushton to sanc...
tobacco,1840,0,390,251,6.1084,True,"portsmouth harbour pier. this bill was read a third time and passed. tobacco duties. dr. bo wring begged to give notice, on behalf of his hon. friend the member for montrose (mr. hume), that he should"
tobacco,1840,0,390,256,6.1653,True,"notice is hereby given, that john woot) ott- and david bicknell, both of coleman-street, in the %,.'""';',_ o,f lon ton, tobacconists, and copartners in trade, have, and each n0t401,1 hath, by an inden"
tobacco,1840,0,390,267,6.2743,True,"...son, a waterman, belonging to the lower custom-house-stairs was brought before mr. ballantine, on a charge of smuggling 41bs. of foreign manufactured tobacco. the case"
tobacco,1840,0,390,281,6.393,True,"£52,000,000 its progress to the exchequer ---; to meet which i propose 1.-duties of customs. _ _ (a) tobacco ••• ...! £4,000,000 (b) sugar (at present) duties „. 5,500,000 (c) distilled spirits, all k"
tobacco,1840,0,390,282,6.3936,True,"nothing but tobacco said there was blood sod i then chnekati you might do ,d you tobacco juice. (on dirl not stop many nights, used to stop sometimes p- are telling a st..."
tobacco,1840,0,390,287,6.434,True,"tobacco. mr. hume moved that the following gentlemen form the select committee on. tobacco :—mr. hume, the chancellor of the exchequer; mr. parker, mr.: vill..."
tobacco,1840,0,390,294,6.5501,True,"on a late sabbath day the rev. mr. after the usual service of inane being over, commenced addressing his very no. morons flock on the use of tobacco and snuff, threatening them with ""no absolution in "
tobacco,1840,0,390,296,6.553,True,"bankrupts. joseph baker and john bayer, cheapaide, tobacco rig!. richard law, pentland-row, camberwell, pawnbroker. john hook, soutbamptonetreet, camberwell, builder. joseph pilllps jacpu, church-stre"
tobacco,1840,0,390,299,6.5688,True,"contracts for cocoa, tobacco, peas, department of the conon troller for victualling and transport the• co • strrices, t,olticrfttl,lace, april 26, 17. of th mndssloncrs for cyp.c..."
tobacco,1840,0,390,302,6.5773,True,"tobacco to snuff and ----- manufacturers. • to be disposed of, in consequence of the death of the pro- prietor, the lease, machinery, fixtures, &c., of an ol..."
tobacco,1840,0,390,306,6.6031,True,"africa --- huskisson, (388) j lucas, from africa, about 1600 casks palm oil, t tobin-1 cask tobacco returned, exportation—w d west indies and madeira. aurora, (273) ia de mendicolanda, from havana, 1 "
tobacco,1840,0,390,315,6.6845,True,"sale of tobacco svuns y. jonas and others.—mr. martin and mr. tomlinson were for the plaintiff, and mr. watson and mr. hogging for the defendants. the plaintiff is a..."
tobacco,1840,0,390,320,6.7899,True,"zbipping lintelitener tuesday, october 1 arrlved.—frientkhip, potts, from tobacco son loadin. for thi, port salled.—thonias worthif von, valentine, for lima wind n.w.. moderate. left the sling patriot"
tobacco,1840,0,390,321,6.8056,True,"police intelligence. mansion-house. the lord mayor—where was the tobacco found? officer—ln his hat and stockings. the prisoner—l never had a bit of tobacco before, my lord, and i never thought there w"
tobacco,1840,0,390,323,6.847,True,"...b. the tea trade. wanted, a n0u.....n.„5,41426rt55 who understands his business. apply to hows and company, 2, bold-street, liverpool. anted, a stem. tobacco trade char"
tobacco,1840,0,390,325,6.873,True,"whig. ,s calculated tobacco at present manufactured and v- indigo sale. london, saturday, two o'clock the quarterly sale of indigo was brought to a close yesterday afternoon. as..."
tobacco,1840,0,390,326,6.8925,True,"the sun, london, friday evening, january 10, 1845, broken by the dome of a water-closet outside. he traced tobacco leaves from the top of the warehouse to the house in johnson-street. other witnesses "
tobacco,1840,0,390,330,6.9386,True,"...—upwards of soo of the out pensioner% of chelsea hospital, with thi•ir families, are about to have this country for new zealand. rv ariii.—cagtion to tobacco and"
tobacco,1840,0,390,337,7.0535,True,"partnerships dissolved. j. tickle and r. cooper, tobacco manufacturers, bol- ton-le-moors—j. sealy and s. applegate, tailors, brixton- hill—j. valle, h. hornby, j. hornby, h. roughsedge, and t. d. hor"
tobacco,1840,0,390,347,7.275,True,ghts of _retur tion7of the friends t: spencer's tobacco was stopped his spirits p would sit for a long time with his face buried and when he raised his head his face was bai _ overcon he was toad he t
tobacco,1840,0,390,349,7.2849,True,"taxes reduced, tobacco .. .. one quarter the present duty. tea .. .. .. only ]s. stead of 2s. sugar .. half the pre- sent duty. wines ....lowest•• duty compatible with high..."
tobacco,1840,0,390,356,7.5206,True,"nothing but tobacco said there was blood sod i then chnekati you might do ,d you tobacco juice. (on dirl not stop many nights, used to stop sometimes p- are telling a st..."
tobacco,1840,0,390,359,7.6043,True,"_ __ _ the. su n london, monbay mor-ning, .febrtiaay 16 1845 it abotiuncrhtoofsusnstuaffin; him, be it 'only a pip: of tobacco or a • • but the pfroperty wh _._________-_, -- ci nt a, th,rciolkmyn es "
tobacco,1840,0,390,363,7.7455,True,"tile sun, on tobacco adulteration and commercial leling. to the editor of the sun. slll,—l cannot refrain from addressing you with regard to the recent excise prosecution..."
tobacco,1840,0,390,364,7.7531,True,"...artnerships dissolved. t. a. baucutt and h. w. sanders, stourport, chymists.—b. and j. berry, huddersfield, cotton dyers.--j. simpson and son, leeds, tobacco manufacturers.—c. ward and r. fearnley, h"
tobacco,1840,0,390,368,7.9898,True,"...ders persons willing to contract for the brick and masons' work required in the erection of four fire-proof sheds, to be built on the site of the old tobacco warehouse, king's dock, may see the"
tobacco,1840,0,390,369,8.0663,True,"ur ship, frona new york, was afactur- ed tobacco a. quantity of 591 b, he vessel, be the property of gh without actual freesi though not what many called healthil azy atmosphere, e le to affections ..."
tobacco,1840,0,390,371,8.1755,True,"tobacco portugal i and t. the stipulations of the _ a fulfil, was. obliged to support on the present not profess to in the measure; effect will be farther to..."
tobacco,1840,0,390,372,8.2457,True,"...ers. persons willing to contract for the brick and masons' work required in the erection of four fire-proof sheds, to be built on the site of the old tobacco warehouse, king's dock,"
tobacco,1840,0,390,375,8.3192,True,"w h ol e s a .er. drugg lord-street unett. oldhall-street moor-fields mr ..-road; mr. roberts, drug gr. h. hoy/ell, druggist,, dale- lien, tobacconist st. londo 3, scotland-place mr. hignett, mrs. mor"
tobacco,1840,0,390,376,8.4323,True,"married, at &hoe, on the 24th inst., by the 'rev. peter m'dowall, mr nelson mitchell, tobacco manufacturer, glasgow, to anne, third daughter of william mitchell, esq., merchant, alice. at st. john's c"
tobacco,1840,0,390,379,8.6007,True,"n the t. from wein-pond (vi,. tobacco for g3iskow. london, [lazne* unknown. 40. 59., sae 3 nearing her, t mum tie ever her deck& her e, torn aide; boarded her, and the in_ and water in to..."
tobacco,1840,0,390,380,8.6009,True,"................ `t cocoa .. .•••.. • .. • • 2 molasses sugar .. ..... .. •. • • total of sugar and molasses 4 spirits rum, brandy, and 5 wine ....... 6 tobacco • ...... • • .. • • ...... 7 "
tobacco,1840,0,390,381,8.6397,True,"good and fine 1 10 tobacco j. river; leaf.. 0 ky 0 rid .... 0 0 ic, cwt. in bo7 -11 0 raloniaosqon.e s iv smyrna, pickedl3 0 —l6 0 _ 10 0 —is p cut. in lone 5 6 african ast ind..."
tobacco,1840,0,390,384,8.8477,True,"vol. il-no. xcix.i tobacco have been irreparably injured. late ccounts say:that the danger was increasing. about 300 houses were surrounded by:water, and thousands of acres adj..."
tobacco,1840,0,390,385,8.9476,True,"...ess and pain, bt the kind recommendation of a friend use your invention. agent, mr. wilcock. to be facts, and will i purchased a 2s. 4d. caniste son, tobacco year witness t"
tobacco,1840,1,363,1,4.8523,True,"itavannaii cigars.—a letter from the ilavanr.th informs us that the cultivation of tobacco is increaf,ing immensely in cuba, in consequence of the great demand for havannah cigars, whilst in many dist"
tobacco,1840,1,363,3,5.0425,True,"itavannaii cigars.—a letter from the ilavanr.th informs us that the cultivation of tobacco is increaf,ing immensely in cuba, in consequence of the great demand for havannah cigars, whilst in many dist"
tobacco,1840,1,363,6,5.149,True,"seizure of tobacco. weymouth, dec. 3.—lnformation having been re- ceived here some short time ago, from the officers con- nected with the custom-house at guernsey, that..."
tobacco,1840,1,363,7,5.1826,True,"seizure of tobacco. weymouth, dec. 3.—lnformation having been re- ceived here some short time ago, from the officers con- nected with the custom-house at guernsey, that..."
tobacco,1840,1,363,9,5.2362,True,"seizure of tobacco. weymouth, dec. 3.—lnformation having been re- ceived here some short time ago, from the officers con- nected with the custom-house at guernsey, that..."
tobacco,1840,1,363,11,5.2877,True,"state. in consequence of the pressure of heavy excise duties, the artizan now paid as.much•for one pound of tobacco as would buy nine pounds, 'and: the .flame was applicable to a vast number of °flirt"
tobacco,1840,1,363,12,5.3055,True,"... da y evenning, court of excise-yesterday (swore the hon. captain percy, t. harrison, esq., and c. j. herries, esq.) extensive seizure of adulterated tobacco. george c"
tobacco,1840,1,363,14,5.3669,True,frauds in the tobacco trade. (from the newcastle journal.) the disastrous state of our financial affairs so clearly dis- played iu the luminous speech.of the earl of ripon...
tobacco,1840,1,363,17,5.4301,True,tobacco (virginia) .. ••••• • • • all the articles to be exempted from the customs' duties. samples of the cocoa (not less than 21bs.) must be produced by th...
tobacco,1840,1,363,21,5.4768,True,"affairs of portugal. 1415130 n, july b.—with regard to the project of loan which wins one of the conditions on which the tobacco contract is to be auctioned, it would be very unjust for capitalists to"
tobacco,1840,1,363,22,5.5035,True,"affairs of portugal. lesnon, july b.—with regard to the project of loan which forms one of the conditions on which the tobacco contract is to be auctioned, it would be very unjust for capitalists to p"
tobacco,1840,1,363,23,5.5196,True,"tobacco trade. mr. hume moved for a select committee, to exit. mine into the present state of the tobacco trade, and to inquire what effects have been produc..."
tobacco,1840,1,363,24,5.5311,True,"thames. tobacco snuggling on board snft..—yesterday, thomas jackson, a seaman, belonging to the ship brothers, of goole, late from hamburgh, and now lying off pickle..."
tobacco,1840,1,363,25,5.5703,True,"the transit sheds. mr. ripley sqiil he was told the whole of the transit sheds were- likely soon to be occupied with tobacco. par- ties placed their tobacco there without passing the scales, and there"
tobacco,1840,1,363,26,5.5729,True,"tobacco trade. mr. hume moved for a select committee, to exit. mine into the present state of the tobacco trade, and to inquire what effects have been produc..."
tobacco,1840,1,363,27,5.5769,True,"tobacco trade. mr. hume moved for a select committee, to exa- mine into the present state of the tobacco trade, and to inquire what effects have been produce..."
tobacco,1840,1,363,28,5.597,True,"affairs of portugal. 1415130 n, july b.—with regard to the project of loan which wins one of the conditions on which the tobacco contract is to be auctioned, it would be very unjust for capitalists to"
tobacco,1840,1,363,31,5.6321,True,"thames. tobacco snuggling on board snft..—yesterday, thomas jackson, a seaman, belonging to the ship brothers, of goole, late from hamburgh, and now lying off pickle..."
tobacco,1840,1,363,34,5.6474,True,"jhudson', tobacconist to the royal • family, 132, oxford-street, begs to return his most g-ateful thanks to the nobility and gentry, and the army and navy, for their m..."
tobacco,1840,1,363,36,5.6844,True,"high duties-adulteration. the leeds mercury of last week contains an account of an extensive seizure of tobacco in that town, and of a conviction of the owners in a large penalty, on the ground that i"
tobacco,1840,1,363,37,5.7016,True,"house of commons.—tuesdat dr. bowring made a long spe-ch on the state of the tobacco -duties, in the course of which he pointed out the fraud, immorality, and crime of which they were pro inc- tive. t"
tobacco,1840,1,363,41,5.7992,True,"tobacco (virginia) 20ha1f in a fortnight, and the remainder quarters in a fortnight afterwards. 500 peas .............. the cocoa and tobacco are to be exemp..."
tobacco,1840,1,363,42,5.802,True,"tobacco trade. mr. hume moved for a select committee, to exa- mine into the present state of the tobacco trade, and to inquire what effects have been produce..."
tobacco,1840,1,363,47,5.8491,True,"tobacco ditties. dr. bowring rose to call the attention of the house to a return, no. 295, moved for by mr. hume, and ordered to be printed on the 11th may l..."
tobacco,1840,1,363,50,5.8528,True,"even lng edition. contracts for rum, sugar, soap, cocoa, tobacco, and oats. department of the comptroller for. victualling and transport ser- vices, somerset-place, aug. 8, 1840. the commissioners for"
tobacco,1840,1,363,52,5.8547,True,"affairs of portugal. lesnon, july b.—with regard to the project of loan which forms one of the conditions on which the tobacco contract is to be auctioned, it would be very unjust for capitalists to p"
tobacco,1840,1,363,53,5.8572,True,...d edition of the times of monday:— • • • the madrid gazette of the 9th contains three financial de- crees; the first sanctioning the rescision of the tobacco con
tobacco,1840,1,363,54,5.8766,True,"house of commons.—tuesdat dr. bowring made a long spe-ch on the state of the tobacco -duties, in the course of which he pointed out the fraud, immorality, and crime of which they were pro inc- tive. t"
tobacco,1840,1,363,55,5.8778,True,"...ed by late intelligence from tar prevailed in that quarter. a revolut in vera cruz the want of confid is in tampico. a re lent of t revolt among the. tobacco manufacturers orizva, "
tobacco,1840,1,363,57,5.8851,True,"tobacco duties. dr. bowring rose to call the attention of the house to a return, no. 295, moved for by mr. hume, and ordered to be printed on the 11th may la..."
tobacco,1840,1,363,60,5.908,True,"... james dudley, a man of colour, and late steward in the new york packet-ship independence, was brought up, charged with having smuggled a quantity of tobacco, found on board"
