word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tobacco,1880,0,2433,92,3.8291,True,"come to james duckworth's, household stores for ""thea nectar"" tea, 7, church street blackpool. to tobacconists and those commencing bieiness.—a pamphlet can be obtained free on aoplication, which give"
tobacco,1880,0,2433,131,3.8994,True,"milk adulteration.--important blackpool herald, friday, october 12, 1883. to tobacconists and those commencing busnsass.—a pamphlet can be obtained free on anplication, which gives an insight into the"
tobacco,1880,0,2433,287,4.1415,True,"fancy tobaccos, at till siiop, old established s. field, 92, mgr street, stoubbridge. plaitittws !—foit tee trete and briate.—& few drops of the equal floritine sp..."
tobacco,1880,0,2433,653,4.52,True,".. tirn. stockton. iier/7ma _ li '--"" ai of everybody, neither of them seemed to have .4 in the yachting on wheels misplaced benevolence, giving up tobacco. the witch's fate, '-'t but it afterwards ap"
tobacco,1880,0,2433,668,4.5339,True,".. tirn. stockton. iier/7ma _ li '--"" ai of everybody, neither of them seemed to have .4 in the yachting on wheels misplaced benevolence, giving up tobacco. the witch's fate, '-'t but it afterwards ap"
tobacco,1880,0,2433,676,4.545,True,"pea flour w. symington & co., bowden steam mills, market harborough. prize medal new zealand, 1882. to tobacconists and those commencing brsraras.—a pamphlet can be obtained free on application, which"
tobacco,1880,0,2433,722,4.5784,True,"you can't -eat enough in a week to last you a year, and you can't advertise on that plan either, to tobacconists, and those cdiimiscinng business.—a pamphlet can be obtained free on application, which"
tobacco,1880,0,2433,866,4.7311,True,"11xcooling. william shaw,thi4;;gineer on board the se elkirgton, was charged with conveying ashore ltb. 3oz. of tobacco and 12oz. of cigars from the edkington, on the 4111 inst, without having paid th"
tobacco,1880,0,2433,904,4.7687,True,"jetto',s cekbrated star"" returns. the tobacco manufactured at his factory is thm best and cheapeet in the market. 8068 birds and animals pileserved sclentivicallt, animal skins and furs dressed, ..."
tobacco,1880,0,2433,917,4.7883,True,"la be *lb. xtra large collection.—to grocers, draper's, tobacconists„ butchers, and otiiers.—aiways on sale, extensive and remarkably cheap now and secondhand shop and uffice fixtures. counters, shelv"
tobacco,1880,0,2433,1045,4.9562,True,"= established half a centvei:,,,,* nfat argraves' tobacco manuf `710.10' bwan-street, mason-street, and oboss-5. dije manchester. „„. irish roll, pig tail, cut cavendish. negro i ot„isio* golden flake"
tobacco,1880,0,2433,1089,5.0099,True,"...s, stimulants, narcotics. so faxes the opinion of the athletic world goes, there seems to be a pretty general judgment against the use of alcohol and tobacco. a birmingham gen- tleman has been"
tobacco,1880,0,2433,1098,5.0265,True,"register office for servants. tobacco and cigars of the best quality. new art needlework.—i will send indractions for an entirely now kind of azt nebdltwork, not difficult,by which ladles..."
