word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
cocoa,1880,0,2622,212,3.6974,True,"niter, in were one of _tbe _ wee messrs. under the name soluble and cow boiling, and was epps's cocoa. —""family herald"" says: _"" the best makers—such as messrs. epps—sell a pore preparation."" transva."
cocoa,1880,0,2622,248,3.745,True,"...ecessitate long ir- teryals between meals—nothing will be found so exhilarating, comforting, and capable of sustaining exhausted natu .e as cadbury's cocoa, guar"
cocoa,1880,0,2622,333,3.8623,True,"tea—black, tion to quality coffee—whoie, finest london and london repaired genuine cocoa—eppe's, homceopathic green and mixed. special atten- and price. ground or mixed. paris lump sugar. and scotch r"
cocoa,1880,0,2622,355,3.8919,True,"middlesbrough- at llddle's temperance hotel. second and fourth wednesday in each month, from 10.30 to 11.30 a.m. sunderland— cocoa rooms, near rail- way station, second and fourth wednesday in each mo"
cocoa,1880,0,2622,496,4.0575,True,"...tter, addrewied to the firm of james epps and co., sae jest come to hand :—""gsmtlamen,—five years and a hs,7 ago i bought in cape town a case of your cocoa"
cocoa,1880,0,2622,513,4.075,True,"opening of a 0000 a tavern, darlington. at noon on tueaday a club and cocoa tavern was opened in westfield- treet, darlington. .1 he premises, which tiginally were held by the members of the working m"
cocoa,1880,0,2622,590,4.1498,True,"messrs. try's chocolate aim cocoa manufactory, bristol. any one who paseu along wineotreet, bristol, will, if be be keenocented, become fully aware that he it in the close vieheity at..."
cocoa,1880,0,2622,725,4.2815,True,"cocoa _ decorate homes.* micaw, stevpsson & orr's patent glacier window decora- tion, now in use all ever the world, produces all the roirt cj stained glas..."
cocoa,1880,0,2622,824,4.3672,True,"cocoa iaution.-00611:c. chlorodyne. vre'l-known remedy fcd merrhem,drentery, f.rer nn th• sump tbo 1111.• g• j t..,11.• e. ox le. briia.l.nd (liu\ i. li., ..."
cocoa,1880,0,2622,883,4.4336,True,"errd's cocoa.—grateful and comforting."" by thortet,th kno .• lodge of the natural laws which govein the operations of digestion and nutritioe, and by a eo eful ap..."
cocoa,1880,0,2622,891,4.4444,True,...reference to a statement by the secretary of liebie's extract of meat coeipany which has eppeared in the newseapers to the effect that baron liebig's cocoa was not invented
cocoa,1880,0,2622,892,4.4466,True,"cocoa midis 0.:51t8 11011.1110 milk. keating's powder. kills fleas. bags, moths, beetles. keating's powder. kills fleas, bugs, moths, beetles. keating's po..."
cocoa,1880,0,2622,918,4.4669,True,"...toy° 01 of said pit' like ji orrfl aogejaile toy to / °lf the ai? vital 0 jtter lesolner.7 jg tbill. er. bernays, public analyst for southn when does cocoa cease"
cocoa,1880,0,2622,943,4.4867,True,"cocoa great revival in the fashion for silks. silk dresses are fashionable and be- coming. they require less trimming than woollen materials, consequently ..."
