word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
coffee,1860,0,683,1,4.4666,True,"...t, wholesale stationer, printer, paper merchant, stc., 7, s/l ver street, stockton-on-tees. avery large and well-selected stock of canisters, scales, coffee boxes, tea mills, coffee mills, "
coffee,1860,0,683,2,4.6045,True,"... t wholesale stationer, printer, paper merchant, sze., 7, silver street, stock ton-oy-tees. avery large and well-selected stock of canisters, scales, coffee boxes, "
coffee,1860,0,683,4,4.6924,True,"...ht, wholesale stationer, printer, paper merchant, &c., 7, silver•i3treet, stochton.on-tees. avery large and well-selected stock of canisters, scales, coffee boxes, tea mills, coffee mills, p"
coffee,1860,0,683,5,4.7192,True,"...itt wholesale stationer, printer, paper merchant, &c., 7, silver-strekr, stochion-on-tebei. avery large and well-selected stock of canisters, scales, coffee boxes, tea mills, coffee mills, patent tr"
coffee,1860,0,683,6,4.7495,True,"...t, wholesale stationer, printer, paper merchant, ac., 7, silver street, stock7v2v-02v-tees. avery large and well-selected stock of canisters, scales, coffee boxes, tea mills, coffee mills, "
coffee,1860,0,683,7,4.7501,True,"...t, whole•;ale ""i'ationer, printer, paper merchant, &c., 7, silver street, stocetos-ar-tees. avery large and well•aeleeted stock of canisters, scales, coffee boxes, tea mills, coffee mills, "
coffee,1860,0,683,17,4.8271,True,"...ght, wholesale stationer, printer, paper merchant, &0., 7, silver-street, stockton•on-tees. avery large and well-selected stock of canisters, scales, coffee boxes tea mils, coffee mills, pate"
coffee,1860,0,683,19,4.8408,True,"..., wholes'ale stationer, printer, paper merchant, ace., 7, smver street, stockton-on-tees. a. very large and well-selected stock of canisters, scales, coffee boxes, tea mi"
coffee,1860,0,683,20,4.8596,True,"...ight, wholesale stationer, printer paper merchant, &c, 7, .silver street, stockton•on-tees. avery large and well-selected stock of canisters, scales, coffee boxes, tea mu., coffee mills, paten"
coffee,1860,0,683,22,4.8653,True,"...ht, wholesale stationer, printer, paper merchant, 4tc.. 7, silyer•stazzt, stockton.on.tezb. avery large and well-selected stock of canisters, scales, coffee boxes, tea mille, coffee mitis, "
