word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
coffee,1840,0,854,1,5.2308,True,"...savory and sons, manufacturing silversmith, no. 14, cornhill, london, opposite the bank of england. submit the prices of the following silver tea and coffee services. the co"
coffee,1840,0,854,4,5.6754,True,"... savory and sons, manufacturing • silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cotta"
coffee,1840,0,854,5,5.7482,True,"... savory and sons, manufacturing a silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cottag"
coffee,1840,0,854,6,5.8148,True,"...b. savory and sons, manufacturing silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cottage"
coffee,1840,0,854,10,5.9013,True,"glasgow grate., laundry genuine i wrapper and as a wholesale is .the silver pla:ti consists and batter spoons, table and i. tongs, silver waiters, coffee pot d knives and forks, plated wait tea and co"
coffee,1840,0,854,13,5.9256,True,"...ry 1.7 and suns, manufacturing silversmith, no. 14t.cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the"
coffee,1840,0,854,14,5.9396,True,"... savory and sons, manufacturing a silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cottag"
coffee,1840,0,854,17,6.0227,True,"... savory and sons, manufacturing • silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cotta"
coffee,1840,0,854,18,6.0382,True,"in berbice vor sale, in the beginning of,april, the fine coffee if estate, bloemiioff,"" situated on the east side of the river berbice, in excelle condition, with 104,694 coffee trees, in full bearing"
coffee,1840,0,854,23,6.097,True,"...savory and vsons, manufacturing • silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cott"
coffee,1840,0,854,29,6.1497,True,"beart's patent pneumatic coffee filter. joseph roberts, (late knowles and roberts') 8, church-street, begs to call the attention of his friends and the public to the above patent co..."
coffee,1840,0,854,30,6.1508,True,"... savory and sons, manufacturing • silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cottag"
coffee,1840,0,854,33,6.2241,True,"... savory and sons, manufacturing • silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cottag"
coffee,1840,0,854,35,6.2465,True,"... savory and sons, manufacturing • silversmiths, 14, cornhill, london, opposite the bank of england, submit the prices of the following silver tea and coffee services. the cottag"
coffee,1840,0,854,36,6.2512,True,"beart's patent pneumatic coffee filter. joseph roberts, (late knowles and roberts') 8, church-street, begs to call the attention of his friends and the public to the above patent co..."
