word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
sugar,1860,0,1615,2,5.1102,True,"...ondon produce mariner, friday.—the colonial produce markets during the past week have continued quiet for the principal articles. at the commencement sugar experienced an advance et"
sugar,1860,0,1615,4,5.3441,True,ziu gobnittli pffkrittt °sarket. the liverpool colonial produce market to-day was unchanged. sugar and molasses nothing worthy of notice occurred: coffee 50 bags malabar found buyers at 71s 6d per cwt
sugar,1860,0,1615,10,5.4555,True,"liverpool produce, -suoau—we have no change to notice in the state of business generally, the market for sugar and other produce, pending the uncertainty as to'tlie alteration in the duties, being fin"
sugar,1860,0,1615,11,5.4748,True,"bristol sugar-july 20. we have had a very brisk demand for all descriptions of raw sugar during the last fortnight, and a further advance of 6d to is per cwt. has ..."
sugar,1860,0,1615,14,5.5631,True,"k c rail i 11/f4 i 741 (at "".!; rail >m.... i-w....1.:1;1i] is mincing-lank.—(this day.) the public ale• of sugar declared for ito-morrow embrace ►bout 11,000 bags mauritius and • large quantity of ce"
sugar,1860,0,1615,15,5.5725,True,"101 10$ 101 103 so. ift markets. bl'car.—bau burr. 4. —there has been rather less doing in the sugar market this week. and the sales bare beep confined to one surge oahu, at 215., to arrive and about "
sugar,1860,0,1615,17,5.6088,True,"wholebale confectioner david shields, bridge-street, south stockton-on-tees, continues to supply grocers with all sorts of sugar boeled goods, either by the pound or by the hundred-weight, both with m"
sugar,1860,0,1615,18,5.6133,True,"markets. sugar. —the average price of brown or muumuu!, sugar the produce of the british possessions in amerio, for the week ending nov. 5, is zia. 30.. per cwt., e..."
sugar,1860,0,1615,22,5.6432,True,"...e to the 13th march. johnson, murderer of the captain and crew of the oyster sloop e. a. johnson, had arrived at pro- vidence. at port rico stocks of sugar were rapidly accu- mul"
sugar,1860,0,1615,24,5.6629,True,"colonial and foreign produce. sugar is still very dull of sale, al prices on the spot are 6d to 9d under those of last week. floating cargoes are also flat, but have not further given w..."
sugar,1860,0,1615,25,5.6676,True,"i' n commercial circular. the following is from will connal st co.'s monthly circular, dated glasgow, january 31 :—our sugar mar. ket opened for the year with an animated demand at a gradual advance o"
sugar,1860,0,1615,31,5.7124,True,"london produce market. mincing-lane, july 6. sugar continues in good demand, moderate prices, however, prevail, stock being very largo and many arrivals near at hand. mauritius of brown quality brings"
sugar,1860,0,1615,35,5.7282,True,"tropical i'rodtioe. the sugar trade is in a curious position; firm in london, it recedes in glasgow, where another fall of 6d. to 9d. was recorded last week on refined lumps; but ..."
sugar,1860,0,1615,43,5.752,True,"grocers' gazette. bristol sugar b•r/let, priday.—the priors asked for raw sugar, though not beyond what the state of the market warnuits, still check burbles., and actual mien are l..."
sugar,1860,0,1615,44,5.7528,True,"market& mlgar.—bataan!, feb. b more busioma doing in the sugar market, but the albs d the week have not been large prices remain steady, and are firmly anpported. refiners' produce—the demand for refi"
sugar,1860,0,1615,46,5.7717,True,"business at jamaica was exceedingly du' the supplies were excessive, and the demand was limited for immediate consumption. coffee limited. sugar market plentifully supplied, and prices had declined. p"
sugar,1860,0,1615,47,5.7724,True,"tallow. the market is dull at 44s 61 spot 453 64.1 last three months. colonial and foreign produce. sugar is steady in value, with a great sale. coffee—supplies still large, and pricas is to 2s under "
sugar,1860,0,1615,48,5.785,True,"• • 61jtd nig rztnxrt atarkti. in the liverpool, colonial produce market to- day the transactions reported were principally confined to sugar and rice. sugar holders having met the market more freely,"
sugar,1860,0,1615,56,5.816,True,"...(lhis day.) potatoes. the markets continue to be but scantily supplied with the better qualities, and prices rule firm. colonial and foreign produce. sugar.—the colonial and foreign produce"
sugar,1860,0,1615,65,5.8578,True,"america. liverpool, monday. the royal mail steamer europa, from halifax and boston, arrived here at 10 p.m. havannah advices are to the bth inst. the sugar market was dull. exchange on london was quot"
sugar,1860,0,1615,66,5.8589,True,"west indies. at barbadoes the sugar crop was nearly finished; several ships had sailed, and others were loading; native provisions were scarce. the island was healthy, and the weather h..."
sugar,1860,0,1615,67,5.8605,True,"...ay evening, october 15, 1861. old, there was • great transit trade through hol- land into germany. this has greatly diminished. once germany took its sugar and colonial mer- chandise"
sugar,1860,0,1615,68,5.862,True,"provision maryvir iftlintlro-lann, priday.—the sugar market dell. and prices ed. lower than lest week. in reined there is little doing; brown lumps, 41s. 64. coffee: sold readily at extreme rates. tea"
sugar,1860,0,1615,69,5.8623,True,"the french sugar duties. the sugar market, yesterday, vas again hrm, and a report is still strongly circulated thai the french duties are to be reduced, on the 15th o..."
sugar,1860,0,1615,70,5.8643,True,"bristol sugar-may la. our sugar market continues very dull, and attempts to force sales are only successful where the importer will give way to the extent of 6d pe..."
sugar,1860,0,1615,82,5.9169,True,"the french sugar duties. the sugar market, yesterday, vas again hrm, and a report is still strongly circulated thai the french duties are to be reduced, on the 15th o..."
sugar,1860,0,1615,84,5.9259,True,"an unfortunate sugar speculation. in the court of chancery on monday, before the lords chief justices, judgment was given in the ease m'lnroy v. hargrove. this was an app..."
sugar,1860,0,1615,85,5.9264,True,"bristol sugar-may 10. our sugar market continues very dull, and attempts to force sales are only successful where the importer gill give way to the extent of 6d pe..."
sugar,1860,0,1615,86,5.9292,True,"... his day.) potatoes. the markets continue to be but scantily supplied with the better qualities, and prices rule firm. colonial and. foreign produce. sugar.—the colonial and foreign produce "
sugar,1860,0,1615,88,5.936,True,"david shields, wholesale confectioner, bridge-street, south stockton•on-teee, continues to supply grocers with all sorts of sugar boiled goods, either by the pound or by the hundred-weight, both with "
sugar,1860,0,1615,90,5.9429,True,"dublin. s. d. s. d. wheat, white 24 0 to 26 6 do., red 2l 6 to 24 0 do., new barley oats do., black — 0 to 0 bristol sugar—friday. the raw sugar market remains firm. refined goods ilre steady. there a"
sugar,1860,0,1615,91,5.9437,True,"london sugar market.-fuway. the market has closed with a doll tone, and prices are in many cities is lower for the week. jamaica, at auction, went from 32s to 335..."
sugar,1860,0,1615,93,5.945,True,"london produce market. mincing-lane, june 22.—sugar.—the currency remains moderate in consequence of a large stock, but many parcels were sold to-day: mauritius, brown, at 28s lid to 33s 6d yellow, 34"
sugar,1860,0,1615,97,5.9606,True,"business at jamaica was exceedingly du' the supplies were excessive, and the demand was limited for immediate consumption. coffee limited. sugar market plentifully supplied, and prices had declined. p"
sugar,1860,0,1615,98,5.9643,True,"david shields, wholesale confectioner., bridge-street, south stockton•ou-teee, fiontinues to supply grocers with all ‘..j sorts of sugar boiled goods, either by the pound or by the hundred-weight, bot"
sugar,1860,0,1615,101,5.9725,True,"...sie.—michael duran, a carman in the service of mr. james bryant, the extensive carrier was brought before mr. paget, charged with steal- ing a bag of sugar. mr. charl"
sugar,1860,0,1615,104,5.9819,True,"london sugar market. mincing lane, filday, aug. 6. stigaß.—the public sale to-day consisted of west india kinds, which were n,akrly all bought in, there being sca..."
sugar,1860,0,1615,110,5.9882,True,"markets. eiligar.—the average price of brown or muscovado sugar, the produce of the bntish p01100•1101/1 in america, for the week ending march 12, is ns. 41d. per cwt., exclu. sive of the duties of cu"
sugar,1860,0,1615,111,5.9894,True,"re colonial praha the liverpool colonial produce market since friday was without much alteration. sugar the r market remained quiet, the busi.; nese being confined to 200 hhds. demerara at a decline o"
sugar,1860,0,1615,112,5.9911,True,"...sie.—michael duran, a carman in the service of mr. james bryant, the extensive carrier was brought before mr. paget, charged with steal- ing a bag of sugar. mr. charl"
sugar,1860,0,1615,113,5.9923,True,"markets. sugar.—the average price of brown or muscovado sugar, the produce of the british possessions in america, for the week ending june 26, is 255. isid. per cwt..."
sugar,1860,0,1615,115,5.9973,True,beet-sugar. themtri cnlesaird has on thes sna ulbjdeect aonfohthomere-cgromowmnunbieceattoungatro. lie states that mr. duncan has thoroughly succeeded in the tr...
sugar,1860,0,1615,116,5.9989,True,"...4. market, and is selling at from sd. to bd. per lb. in the seed. in the west indies, too, it is hoped that cotton may supply the deficiencies of the sugar "
sugar,1860,0,1615,117,6.0021,True,"...manes 19. stocks fluctuating. erie, 32 thiaois central, 80f new york central 78i. exchange bankers' bills, 100 g to 101. breadstuff, and cotton firm. sugar in fair d"
sugar,1860,0,1615,120,6.0165,True,"london produce market. mincing-lane, wednesday. sugar is more in demand, and prices are 6d. to per cwt. higher than last week. of west india 550 hhds. have sold. at auction 590 hhds. 58 tierces cuba, "
sugar,1860,0,1615,121,6.0166,True,"agar rtarhtt. (from t. (f h. littledalc 4 co.'s monthly circular) the sugar market continued dull till the au- tumn, and prices gradually gave way 2s to 3s per cwt. stocks were then considerably reduc"
sugar,1860,0,1615,122,6.0187,True,"david shields, wholesale confectioner, bridge-street, south stockton-on-teee, continues to supply grocers with all aorta of sugar boiled goods, either by the pound or. by the ilundred-weight, both wit"
sugar,1860,0,1615,124,6.0234,True,"... produce market. the dealings in the foreign and colonial produce markets to-day were of a""very restricted character there were no public auctions of sugar or r"
sugar,1860,0,1615,125,6.0251,True,"bristol sugar-friday. there was little demand for sugar during the early part of the week, but it has now become more active. there have been sales of barbadoes to..."
sugar,1860,0,1615,126,6.0264,True,"to the editor of the sun. sin,—by advices received this day from a gentle- man acting for me in 61. vincent, i am requested to insure my sugar works, &c., in that island, if not already insured. it is"
sugar,1860,0,1615,130,6.0329,True,"markets. sugal—the average toe of brown or muscovado sugar, the produce of the tisk purgation& in america, fur the week ending march 19, is 245. 411. per cwt., each'. sive of the duties of customs.—th"
sugar,1860,0,1615,131,6.0389,True,"...sie.—michael duran, a carman in the service of mr. james bryant, the extensive carrier was brought before mr. paget, charged with steal- ing a bag of sugar. mr. charl"
sugar,1860,0,1615,144,6.0769,True,"produce market. liverpool, friday.—tbe sugar market keeps steady, and the business reported 113 at full prices. coffee and rice are quiet, and no sales reported. lard unaltered. palm oil very st..."
sugar,1860,0,1615,146,6.0785,True,"glasgow trade, in their monthly circular, messrs. william connal & co. say :—our sugar market opened for the year with an animated demand, at a gradual advance of about ls. 6d, to 2s. good brown sugar"
sugar,1860,0,1615,147,6.0806,True,"bristol sugar-friday. there was little demand for sugar during the early part of the week, but it has now become more active. there have been sales of barbadoes to..."
sugar,1860,0,1615,148,6.083,True,"tropical prodticil the sugar market continues very quiet, with a moderate demand for all qualities. good british west india brings 295. to 38s. 6d.; low madras commands only 16s...."
sugar,1860,0,1615,150,6.0842,True,"david shields, wholesale confectioner, bridge-street, south stockton-on-tees, c• ontinues to supply grocers with all sorts of sugar boiled goods, either by the pound or by the hundred-weight, both wit"
sugar,1860,0,1615,151,6.0855,True,"market& sugar.—the average price of brown or muscovado sugar, the produce of the british possessions in america, for t►e week ending dec. u, is 265. 10d. per cwt.,..."
sugar,1860,0,1615,157,6.0913,True,"london produce market. mincing-lane, july 6. sugar continues in good demand, moderate prices, however, prevail, stock being very largo and many arrivals near at hand. mauritius of brown quality brings"
sugar,1860,0,1615,159,6.0965,True,"colonial. sugar business has been moderately active, and prices generally are a shade firmer. refined goods are in more request at slightly enhanced rates. coffee —t..."
sugar,1860,0,1615,163,6.1044,True,"the french sugar duties. the sugar market, yesterday, vas again hrm, and a report is still strongly circulated thai the french duties are to be reduced, on the 15th o..."
sugar,1860,0,1615,165,6.1114,True,"david shields, wholesale confectioner, bridge-street, south stockton•on-tees, ccontin i:es to supply grocers with all sorts of sugar boiled good, either by the pound or by the hundred-weight, both wit"
sugar,1860,0,1615,167,6.114,True,"markets. sugar.—banrroift may s.—there has been a fair de- mand for raw and refined sugar this week, and prices for good qualities are about 3d. to 6d. dearer. hard..."
sugar,1860,0,1615,171,6.1192,True,"tliames. destructive sugar, babies—curious case.—william mitchell, a wretched-looking boy, aged 13 years, was brought before mr. partridge charged with stealing sugar from the ..."
sugar,1860,0,1615,174,6.1233,True,"marl et, and is selling at from sd. to 6d. pr lb. in the seed. in the west indies, too, it is hoped that cotton may supply the deficiencies of the sugar trade, and prove more remunerative. and all the"
sugar,1860,0,1615,176,6.133,True,"david shields, wholesale confectioner, bridge-street, south stockton.on-tees, continues to supply grocers with all sorts of sugar boiled goods, either by the pound or by the hundred-weight, both with "
sugar,1860,0,1615,177,6.1332,True,the sugar duties. mr. crum ewing asked the secretary to the trea- sury if he would state at what date the now regulations as to the amount of drawback ou sugar...
sugar,1860,0,1615,178,6.1333,True,"thames. steallng sugar.—patrick connor, a boy, was brought before mr. paget charged with wilful and malicious damage. the prisoner was detected placing a hoop stick through..."
sugar,1860,0,1615,180,6.1407,True,"bristol sugar-wednesday. we have had a dull, dragging market for sugar this week, and prices wero in favour of buyers, but the quan- tity offering is so small as s..."
sugar,1860,0,1615,181,6.1439,True,the sugar duties. hear. mr. crum ewing asked the secretary to the trea- sury if he would state at what date the new regulations as to the amount of drawback on...
sugar,1860,0,1615,182,6.1466,True,the sugar duties. mr. crum ewing asked the secretary to the trea- sury if he would state at what date the new regulations as to the amount of drawback on sugar...
sugar,1860,0,1615,183,6.1511,True,"...eb.--money a shade easier, exchange favours business. exchange on london 108 1-5 f stocks dull. freights to liverpool firm. havanna, 2d feb.—stock of sugar 20,000 boxes; frei"
sugar,1860,0,1615,184,6.1539,True,"de (unita rotruct arktt. in the liverpool colonial produce market to- day there was very little change. sugar the market remained steady, without animation, the sales being confined to 100 hhds. antig"
sugar,1860,0,1615,185,6.1589,True,"markets. sugail—the average prim) of brown or muscovado sugar, the produce of the british possessions in america, for the week ending oct. 23, is 275. 41d. per ewt., exclusive of the duties of customs"
