word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tea,1890,0,11413,1,4.8458,True,"burbank p.s.a. prize distribution. the half-yearly tea and prize distribution in connection with burbank p. 'a. was held yester- day. there was a large number present at the tea, the tables being pres"
tea,1890,0,11413,2,4.9342,True,"st. paul's church., west hartlepool. annual tea and concert. a parochial tea in connection with st. paul's church, west hartlepool., was held in the armoury yesterday, about 500 persons partaking o..."
tea,1890,0,11413,3,4.9647,True,"sea. dr. rawlings on invalid wines. the annual tea and concert in connection with unity tent, no. 157, independent order of rechabites, took place at the temperance hall, swa.nsea, on thursday evening"
tea,1890,0,11413,4,4.9743,True,"holy trinity men's mutual improvement society. _ on tuesday evening a public tea and concert were given in the city hall, castle street, in aid of the funds of the above society. the tea tables were p"
tea,1890,0,11413,6,5.0236,True,"tea and entertainment at baglan bay. on saturday evening a social tea and entertain- ment in connection with the baglan bay tinplate works, was held at t..."
tea,1890,0,11413,8,5.0581,True,"i, 1805. bethel. annual tea and meeting, the annual tea and gathering in connec- tion with the above, was held in the bethel on tuesday evening last, and, despite the severity o..."
tea,1890,0,11413,9,5.0752,True,"ladies' sick poor association. the annual meeting. ion tuesday evening the annual tea and meeting of the members and friends of the ladies' sick poor association, took place in the victoria- street sc"
tea,1890,0,11413,11,5.0832,True,"bridlington and district liberal association. annual tea. i the annual tea and meeting in connection with the liberal association took place in the temperance hall yesterday (thursday) evening, and pa"
tea,1890,0,11413,12,5.0855,True,"tea and entertainment at baglan bay. on saturday evening a social tea and entertain- ment in connection with the baglan bay tinplate works, was held at t..."
tea,1890,0,11413,13,5.0926,True,"ilk knaresborough, primrose league demonstration. yesterday afternoon a tea and entertainment • were given in connection with the knaresborough habitation of the primrose league. at 5 o'clock upwards "
tea,1890,0,11413,14,5.1072,True,"st. paul's church annual tea and concert. the annual tea and concert in connection with st. paul's church was held last night, in the armoury, west hartlepool. a large number sat..."
tea,1890,0,11413,15,5.1167,True,.---0--- halton. old ladies' tea party.—an excellent tea was pro- vided to about 50 of the aged women in the village on friday night. the following ladies presided at the tables: —mr...
tea,1890,0,11413,16,5.1189,True,"...itive al etiiodistti. —en saturday, the rev. t. harrison commenced duties in place of the rev. j. magee, who has l‘tely left pateley bridge. a public tea was held in honour of his "
tea,1890,0,11413,18,5.1434,True,"st. mark's church, hartle- pool n:esentation to mr. h. bell. yesterday afternoon and evening, the usual monthly tea and concert in connection with st. mark's clinrch, hartlepool, wan given in the scho"
tea,1890,0,11413,19,5.1448,True,stranton parish church. annual tea and concert. the annual tea and concert in connection with the stranton parish church was held in the town hall last night. th... hall was decorated ...
tea,1890,0,11413,20,5.1527,True,"tea meeting at pontraddu. the annual tea and entertainment of the wesleyan friends took place at their meeting house on monday week, and although the wea..."
tea,1890,0,11413,21,5.1766,True,"...y the sunday school children and friends, in connection with st. brides minor parish church, met in the schoolroom, at bryncethin, to hold the annual tea"
tea,1890,0,11413,22,5.1812,True,"galgate. wesleyan band or hope.—the annual tea and entertainment were held in the wesleyan school- room on saturday last, when 170 members and friends partook of tea. the following ladies pre. aid..."
tea,1890,0,11413,23,5.1843,True,"the examiner saturday, february 1, 1896. warrington. scholars' tea party at latchford. on monday night the scholars attending the primitive methodist sunday school were enter- tained to tea by the tea"
tea,1890,0,11413,24,5.1853,True,"...onsdale. the assesr presentation of prizes to the scholars attending the church sunday school. took place on sunday afternoon, in the presence of the teachers and scholars. the rev. j llewelyn"
tea,1890,0,11413,26,5.2014,True,"the presbythiiian church. the annual tea and concert in conn,ection with the presbyterian church, • west hartlepool, was held, last evening, when about 200 partook of tea, the tables for whi..."
tea,1890,0,11413,28,5.2033,True,"st. mark's church, hartle- pool. the usual monthly tea and entertainment in con- nection with the above church was held yesterday evening. the tea, which was well attended, was provided by mrs john hu"
tea,1890,0,11413,30,5.2171,True,"thornhill lees trelt to the poor. -on saturday a cinderella"" tea and entertainment for the poor children of the district, which had been got up by the independent labour pacty, was held at the christi"
tea,1890,0,11413,31,5.2378,True,stranton parish church. annual tea tea and concert. the annual tea and concert in connection with the above church was held yesterday in the athenteum. about 500 persons partook of tea...
tea,1890,0,11413,33,5.2552,True,"celebration of mr. gladstone's birthday. the liberals of bridport celebrated the birthday of their grand old chieftain on friday', by a tea and entertainment in the liberal hale the proceeding commenc"
tea,1890,0,11413,34,5.2605,True,"hartlepool catholic club. a tea and dance was held last night by the memhers of the above club in st. mary's hall, throston street, at which some 53 couples were present. the hall w..."
tea,1890,0,11413,35,5.2707,True,"north dalton. on tamiday afternoon a public tea and entertain- moat were held in the schoolroom, in aid of the prise fund for all saints sunday school. ur wlswims, of drilla& gave lb interesting di..."
