word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
tea,1860,0,7441,1,4.7131,True,"j. h. clough, tnitites special attention to his present stock of teas, coffees, and general groceries. a trial of the black, or mixed tea, so highly cele- brated for its sterling qualities, and sold a"
tea,1860,0,7441,2,4.748,True,"j. h. clough, tnitites special attention to his present stock of teas, coffees, and general groceries. a trial of the black, or mixed tea, so highly cele- brated for its sterling qualities, and sold a"
tea,1860,0,7441,3,4.8128,True,"j. h. clough, tnitites special attention to his present stock of teas, coffees, and general groceries. a trial of the black, or mixed tea, so highly cele- brated for its sterling qualities, and sold a"
tea,1860,0,7441,9,4.9099,True,"...tationer, printer, paper merchant, &c., 7, silver street, stockto-v-0-v-tees. avery large and well-selected stock of canisters, scales, coffee boxes, tea mills, coffee mills, "
tea,1860,0,7441,10,4.9389,True,"fifty thousand pounds a year. e. a. proudlock and co., the tea dealers, have just completed their selection of teas from the new season's arrivals, ex. taeping, ariel, series, ajax, fiery cross, &c.—w"
tea,1860,0,7441,11,4.9413,True,"j. h. cloi7gh, invites special attention to his present stock of teas, coffees, and general groceries. a trial of the black, or mixed tea, so highly cele- brated for its sterling qualities, and sold a"
tea,1860,0,7441,17,4.973,True,"j. h. cloi7gh, invites special attention to his present stock of teas, coffees, and general groceries. a trial of the black, or mixed tea, so highly cele- brated for its sterling qualities, and sold a"
tea,1860,0,7441,22,5.0189,True,"the new fifty thousand pounds a year. e. .a. proudlock and co., the tea dealers, have just completed their selection of 'fr season's arrivals, ex. taeping, arid, series, ajax, fiery cross, &c.—when fi"
tea,1860,0,7441,25,5.0353,True,"ectazr;uz=ztszzzzczzzas horniman's tea r ft from the spring crop hi is strong&delicious. g sold only in packets local agents stockton mandan, chemist. 71, high-street. parkin, chemist, 26,..."
tea,1860,0,7441,26,5.0439,True,"fifty thousand pounds a year. f a• a.. proudlock and co., the tea dealers, have just completed their selection of teas from the new season's arrivals, ex. taeping, ariel, series, ajax, fiery cross, &c"
tea,1860,0,7441,33,5.0742,True,"tea is cheaper than ever.-is. 6d 25., os. 61. per lb. a- e the prices at which p [tull ps and co llerchanl a, 8. king william-stree,-, city, lon- don, }...."
tea,1860,0,7441,37,5.0814,True,"agents by appointment for the himalaya tea co.'s pure tea. himalaya-3s. 4d., equal to china tea at 3s. od. him alaya.. 35. od equal to china tea at 3s. bd. himalaya-3s. bd., equal to china tea..."
tea,1860,0,7441,39,5.0859,True,"alexander liolmes, l atm w. denim:min & sons, tea dealer. a h. wishes respectfully to direct the _lle attention of families to the very excellent quality of the 4. black tea, possessing strength, ric..."
tea,1860,0,7441,40,5.088,True,"teas of the finest quality fine full flavoured assam congou tea, 4s per pound; mocha and other coffees; iluutley & palmer's, carr & co's., and haylock & ..."
tea,1860,0,7441,47,5.1174,True,"vitrzn & co., tea and coffee merchants, 25, high street. teas of the finest quality; fine full flavoured assam congou tea, as per pound; mocha and other coffees; ilunt..."
tea,1860,0,7441,49,5.1373,True,"fifty thousand pouni)s a year. e. a. proudlock and co., the tea dealers, have just completed their selection of teas from the new season's arrivals, tr. taeping, ariel, series, ajax, fiery cross, &c.-"
tea,1860,0,7441,51,5.1411,True,"fifty thousand pounds a year. rai-7 • a. proudlock and co., the tea dealers, have just completed their selection of teas from the new season's arrivals, ex. taeping, ariel, series, ajax, fiery cross, "
tea,1860,0,7441,53,5.1449,True,"ectazr;uz=ztszzzzczzzas horniman's tea r ft from the spring crop hi is strong&delicious. g sold only in packets local agents stockton mandan, chemist. 71, high-street. parkin, chemist, 26,..."
