word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
opium,1860,0,156,46,5.3368,True,"laitije.—the lettuce contains an attica principle the which pea all the moiling properties of opium without ha dangers. —mr. g. jozzau. french chemist, 49. haymarket, prepares a syrup and a petard lai"
opium,1860,0,156,49,5.4155,True,"colonial. '„tea.—the operations have been very limited, and the few bargains entered into were at previous prices. the public sales of opium commence to-day segar.—business has been very dull, and quo"
opium,1860,0,156,51,5.5509,True,"colonial. 'f6tea.—the operations have been very limited, and the few bargains entered into were at previous prices. the public sales of opium commence to-day segar.—business has been very dull, and qu"
opium,1860,0,156,53,5.6548,True,"india and china. calcutta, june 22.—the rains continue. opium is falling, and an improvement in produce is looked for in the import market. there was a scarcity of money in the bazaar, and an absence "
opium,1860,0,156,55,5.6814,True,the opium crop in india. mr. torhensuiedtieiecreiiirtoi state for lam whether there wee any truth in the statements which had been published in various newspap...
opium,1860,0,156,57,5.713,True,"105, strand, opposite exeter-ball, laitue.—the lettuce contains an active principle the latucine, which poinionos all the soothing =les of opium without its dangers—mr. 6. jozf.au, french 19, haymarke"
opium,1860,0,156,59,5.7674,True,"china. (by tarim* from boor.) canton, .717111 97. extensive opium frauds have been discovered at hong bong. a parsee firms said to be impli- cated, and boa stopped payment, with liabilities amonating "
opium,1860,0,156,62,5.8575,True,"colonial. tea.---the operations have been very limited, and the few bargains entered into were at previous prices. the public sales of opium commence to-day segar.—business has been very dull, and quo"
opium,1860,0,156,70,6.0231,True,"...nghai, may 4, via malta.— hankow has been taken by the rebels. at tein-tsin trade was begin- ning to prosper. calcutta, may 22.—a panic, arising from opium speculation, prevails in"
opium,1860,0,156,76,6.1449,True,"--the lettuce contains an active 1.4 principle, the latecine, which possesses ail the 'flotillas properties of opium without its dangers. yr. g. jozzaii, french chemist, 49, haymarket, prepares a syru"
opium,1860,0,156,81,6.302,True,"laitite.—the lettuce contain an aetivo wind's., the l•tncine hich pomemes all the (soothing pro- per i ties of opium without r te danger..—yr. o. jozzau, trench chemist, 411, haymarket, prepares( e /w"
opium,1860,0,156,84,6.3246,True,"course provided for in the regular expenses of the year, was reckoned among the extra expenses of the war. so that in spite of the opium disappoint- ment the calcutta public is able to rejoice in a su"
opium,1860,0,156,85,6.3665,True,"patznt truss makzet& laitue.—the lettuce contains an active .a.s principle. the ""entwine, which poesesses all the soothi pro- perties of opium without its dunes's—ur. g. jozeau, chemist, it prepares •"
opium,1860,0,156,86,6.4368,True,"patent truss inailerr. laitt'e.—the lettuce contains an active principle. the lateens. which pis all the soothing pro. leeks of opium without its dangers.—mr. g. jozealt, french ch. cube, 49, haymarke"
opium,1860,0,156,87,6.517,True,"laitue.—the lettuce contains an active principle, the lataelne, which pow.,"" an ill. 7= in, inu 31 its of opium without its dangera.—r. jozeau, .tmarket, prepares a syrup and a pate of lanus (or b;tir"
opium,1860,0,156,88,6.5222,True,"...ing, may 13, 1864. course provided for in the regular expenses of the year, was reckoned among the extra expenses of the war. so that in spite of the opium disappoint- ment"
opium,1860,0,156,90,6.5431,True,"commercial intelligence. shirtings, nothing doing. mule twist dull. cotton firm. copper and opium dull. exchange on london, 2s. old. government securities, four per cents., 94 ditto five per cents., 1"
opium,1860,0,156,94,6.699,True,"laitue.—the licttijce contains an active prhunple the libidos, which peewees. all tbe soothing=es of opium without its dements —mr. 0. jozeau, 'mods 49, haymarket, prepares a syrup and a pate of tutus"
opium,1860,0,156,96,6.7614,True,opium growing in china 4; a very important piece of intelligence comes from china by the indian mail. the emperor of china has by pro- clamation forbidden ...
opium,1860,0,156,99,6.8104,True,"an opium den in london. we find the following hi m. albert wolff's ex- periences of a night in london, which are just now appearing day by day in the figaro. ..."
opium,1860,0,156,102,6.8581,True,"the opium used in the marsh districts.' a remarkable illustration of all these evils is afforded by the facts, of which we have already given some' ac- count, ..."
