word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
opium,1910,0,216,62,5.0639,True,"strange tragedy in crange road. man found poisoned in lo ker-up shop. there are mystersoas circumstances sur. roundi.ns the death yeeterday from opium poleontrig of a well-known tobacconist, mr. j. t."
opium,1910,0,216,107,5.4572,True,"opium of cricket. lancashoe irestrue foams massed cm saturday fa what rimy be termed beautctut aestber. m bee of the &math, atmospheres wornness mm.- thmyf..."
opium,1910,0,216,133,5.831,True,"police raid an opium den. a wounded canadian soldier, named george brown (21). of the hemingford- street hospital, birkenhead, appeared at the wallasey borough police cou..."
opium,1910,0,216,137,5.9257,True,"to correspondents. l. a."" (bury).—probably piles; apply gall and opium ointment; keen bowels mgular but not loose; and avoid severe exercise and strain. constant reader i.""—see above. ""constant reader"
opium,1910,0,216,142,6.0516,True,"to iui zarros 'or_ tue bireznizad sir,—may we, through your77—coirsurs, let your readers know that a local anti- opium society has recently been formed, which is named and constituted as follows: the "
opium,1910,0,216,146,6.1182,True,"opium the palace t==.77i:77.::!iffis mkt every evulg m 7-11. 'satires saturday. sa 111111c11 byrn & c. i. sunlit pr e.sen t the 'essfi'ii, comedy se eteil ..."
opium,1910,0,216,148,6.1681,True,bronchial trouble in children. veno's lightning cough cure suits children because there is no opium ln it—nothing harmful. every mother should know how good veno's lightning cough cure is for children
opium,1910,0,216,150,6.2272,True,chapter xxiv. th2 opium dream. it was about six o'clock on that eventful winter's evening when rebecca henshall en- tered the presence of the mims kara yusuf. she came in br...
opium,1910,0,216,153,6.3383,True,our er tertainers• till opium 101:18111. there is mears a peculiar fasciatatles about a sherlock 1101mio adventure. h jaunted. me military appeal against tem- porary exemption had...
opium,1910,0,216,155,6.4006,True,"strange tragedy in crange road. man found poisoned in lo ker-up shop. there are mystersoas circumstances sur. roundi.ns the death yeeterday from opium poleontrig of a well-known tobacconist, mr. j. t."
opium,1910,0,216,157,6.4233,True,"church notes. leoutributions to this opium yak be welcomed, and the mateo- will be glad to rveive, each mouth, copies of all the local (larch megazinee.) 1.. t is resorded in the christ (hurch..."
opium,1910,0,216,158,6.4246,True,"nun opium the bendo mil 011eteudieski ""if you will let no go, ii promise not to in admin."" said mtwara wheelar, 161 w-old youtlt, when chaagml it the sieskpow ..."
