word,decade,cluster,cluster_size,rank_in_cluster,distance_to_centroid,target_word_visible,snippet
coffee,1890,0,1227,1,4.7297,True,"best place in burnley for good dinners and teas is thornton's restaurant and coffee tavern, 3, bridge-street, (close to tram cen- tre). visitors to town will find here every comfort. 195 g the new fir"
coffee,1890,0,1227,2,5.0845,True,"best place in burnley for good dinners and teas is thornton's restaurant and coffee tavern, 3, bridge-street, (close to tram cen- tre). visitors to town will find here every comfort. 867 g nelson libe"
coffee,1890,0,1227,3,5.1192,False,"mow= reo2ii tem spindle -ind the loom. (continued from page 5.; bolton. a. plummet vora or thaxicil—the employes of messrs. john tornasson and son, cotton spinners, evidently think well of their late "
coffee,1890,0,1227,4,5.1724,True,"sherborne. coffee tavern, low strsicz—visitoas every accommodatlon moderate ohorgee.-111. ottnne, proprietor, smith, oyele agent, &a. special attention given to cycle ..."
coffee,1890,0,1227,5,5.1877,False,"non-commissioned officers' dinner at bridgend. the annual dinner in connection with the non- commissioned officers of the bridgend detachment, 2nd v.b. welsh regiment, was held at the drill hall on fr"
coffee,1890,0,1227,6,5.201,False,"honiton. a beautiful honiten lace handkerchief is being made by the lace-workers as a prenut to princess may. band of herr outino.-011 thursday, about 200 members of the honiton st. paul's band of hop"
coffee,1890,0,1227,7,5.216,True,"hey wood. rfarry and pssartrrtriox.—on saturday the card- room operatives employed at the park-street spin- ning company, hopwood, assembled at the coffee tavern, and after partaking of tea, to which "
coffee,1890,0,1227,8,5.2213,False,"cbi. lic ed up. ""our men in buckrum shall have blows enough, and feel they tot) 'are penetrable stuff.'"" byrom the following points await satisfactory answers and solutions:— the publicans still large"
coffee,1890,0,1227,9,5.2672,True,...owder— 10 primp raatials parkirinna cowbird rowdvr is delicious. sm nonconformity—the noneonfomaist posters of the town held a private meeting in the coffee tavern on monday 
coffee,1890,0,1227,10,5.3036,True,"...oventry church sunday-school teachers' association was held at -- st. mary's-hall on tuesday. tea was served, by mr. t. smith, of the mayor's-parlour coffee tavern"
coffee,1890,0,1227,11,5.3129,False,"lady footballers in difficulties. a party of young women known as ""the lady footballers,"" and who have been playing the asso- ciation game in various parts of the country, were reported at exeter guil"
coffee,1890,0,1227,12,5.3738,True,"lancaster trades' council. the monthly meeting of the lancaster trades' i council was held on saturday in the market- street coffee tavern. there were present messrs. g. jones (president), quail (vice"
coffee,1890,0,1227,13,5.3781,True,"threatened strike of swansea bakers. increased pay and less hours the journeymen haler' of sesames met at the welcome coffee tavern, iligh-stmet,ome fsiday mening, to consider what eteps ahould be wre"
coffee,1890,0,1227,14,5.4007,False,"robert e. williams, 'fruiterer and greengrocer, the old village (lite opposite railway station), west airby. the best fruit and veget,bles in beeson. all orders promptly attended to. west kirby dee ho"
coffee,1890,0,1227,15,5.4322,True,"the telegram trade directory. sherbor ne. coffee tavern, long street.—visitors will find every accommodati moderate _chargee.—e. emu"" proprietor, smith, cycle agent, &e. special atte% •"""" given to c..."
coffee,1890,0,1227,16,5.4389,True,"best stores in erdington for fruits, cakes, pastry, etc. • barrows' tea and coffee warehouse, 93, bull street and barrows' stores 74, 76 & 78, ration street, barrow's stores new osoott and distriot—sa"
coffee,1890,0,1227,17,5.49,True,"store room. the clerk was directed to write to mr david major asking what his terms were for the old coffee tavern at tondu, which the board wished to purchase as a store room for the property of the "
coffee,1890,0,1227,18,5.4904,False,mr. wright woca's suc:33.sor. tea party and presentation to marsland. on saturday last the minders and officials of j. knott and son's wharf-street mills sat down to a substantial tea at the portland 
coffee,1890,0,1227,19,5.5222,False,"s,'kipton. overlookers' outing. —on saturday about sixty members of the skipton and district power-loom overlookers' association paid a visit to the recently- erected loom-making works of george hodgs"
coffee,1890,0,1227,20,5.5224,True,"formation of a cyclin club fur aberavon. a very large meeting of those interested in cycling was held at the coffee tavern (high-street) on tuesday evening. mr w. h. evans pegasus "") was voted to the "
coffee,1890,0,1227,21,5.5572,False,"ilfzvontt, to tea tate paovoirr wsuira--on sunday afternoon sd a largely attended meeting of parishioners and wholars, it was decided that se a memorial of the late provost walker, the church be light"
